Title,country,Price,SuccessRate,skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,rate
google ad ad word partner bing acc red it pp c se m expert,India,4500,100,Google Ads,Display Ads,Internet Marketing,Customer Service,Bing Ads,Google Analytics,100000
web developer,Ukraine,2500,95,Vue.js,HTML5,Website Development,GraphQL,Frontend Development,JavaScript,50000
funnel building email automation cr o facebook ad,United States,9500,100,Marketing Strategy,Social Media Marketing,Lead Generation,Email Marketing,WordPress,Marketing Automation,100000
expert dr up al php my s q l word press ajax er p cr m developer,India,2000,100,PHP,CakePHP,Joomla,Drupal,CodeIgniter,WordPress,10000000
product photo editor image amazon listing,Ukraine,2500,100,Adobe Photoshop,Photo Editing,Retouching,Photo Manipulation,Photo Restoration,Photograph Color Correction,60000
sql server azure aw c net core mv c developer,India,2500,99,ASP.NET,ASP.NET MVC,SQL,JavaScript,C#,AngularJS,60000
mba marketing digital market er seo google facebook pp c,United States,15000,100,Digital Marketing Strategy,Marketing Strategy,Market Research,Marketing Management,Sales Strategy,Brand Strategy,100000
stack developer,Argentina,3000,100,JavaScript,React,React Native,Node.js,MongoDB,SQL,1000000
full st ##a ck mobile web back end development,India,4000,100,iOS,Android,Mobile App Development,React Native,Flutter,Web Design,100000
senior stack net angular react developer,Ukraine,3000,96,.NET Framework,C#,ASP.NET MVC,Azure,Angular,React,300000
stack eco mm ##er ce development support custom i ##zation integration,Belarus,3500,100,HTML,PSD to HTML,JavaScript,Magento,PrestaShop,Shopify,300000
stack mobile web development expert,Canada,7500,95,React,React Native,Node.js,Golang,Java,JavaScript,70000
vice president business development sale,United States,6000,100,Copywriting,Resume Writing,SEO Writing,Product Descriptions,Social Media Marketing,Blog Writing,30000
digital marketing pp c advertising specialist,Serbia,2900,100,Facebook Advertising,Social Media Advertising,Facebook Ads Manager,Facebook Ad Campaign,Facebook Marketing,Social Media Marketing,80000
translation english chinese,China,2000,100,Translation English Chinese,Translation English French,Translation English German,Translation English Russian,JavaScript,JavaScript,10000
google partner conversion rate optimization specialist,United Kingdom,5500,100,Google Ads,Google Analytics,Search Engine Marketing,Social Media Marketing,Facebook Marketing,Brand Management,10000
software engineer,United States,11000,100,SQL,JavaScript,Node.js,Amazon Web Services,AngularJS,React,3000
ce rt ##i f ##y x er ##o book keeper quick books accountant,Pakistan,1500,100,Intuit QuickBooks,MYOB Administration,Xero,Bookkeeping,Financial Accounting,Cost Accounting,200000
front end developer j s react j s cs s html boots tr ##a p j que ry sc ss,Ukraine,1700,100,JavaScript,Twitter Bootstrap,Sass,SCSS,CSS3,HTML5,2000000
web developer,Armenia,1800,85,JavaScript,jQuery,Angular,Node.js,Express,PHP,100000
graphic designer virtual assist en ##t e commerce,United Kingdom,550,100,Graphic Design,Photo Editing,Logo Design,Video Editing,eBook Design,Social Media,2000
e commerce online store multi vendor marketplace developer,India,2000,99,Magento,Magento 2,Paypal Integration,Ecommerce Platform Development,Vendor Management Systems,WordPress,1000000
u x ui design director u x ui design web design app design,Ukraine,3400,98,UX/UI,UX Research,Web Design,User Experience Design,User Interface Design,Frontend Development,500000
microsoft na vision consul ant power bi share point architect,India,3200,100,Microsoft Dynamics ERP,Microsoft SQL Server Administration,VB.NET,ASP.NET,Microsoft Power BI,Microsoft SharePoint Development,1000000
web graphic designer,Ukraine,2000,100,Adobe Photoshop,Adobe Illustrator,Logo Design,Branding,Banner Ads,Banner Ad Design,2000
water color illustrator,Ukraine,2500,100,Adobe Illustrator,Adobe Photoshop,Design Patterns,Watercolor Painting,Botanical,Lettering,1000
integration service mule so ft dell boom i sterling web met ho d mir th,Australia,4500,100,Ecommerce Platform Development,XML,Electronic Data Interchange (EDI),Java,JavaScript,Oracle Fusion Middleware,50000
web developer html cs s j s react angular vu e,Ukraine,2500,93,CSS3,HTML5,jQuery,JavaScript,WordPress,Laravel,60000
credit repair web researcher dat um entry virtual assistant,Pakistan,777,96,Computer Skills,Customer Service,Project Management,Microsoft Excel,Virtual Assistant,Lead Generation,100000
photographer photo re to ##u cher image editor,Ukraine,3475,100,Retouching,Photo Editing,Adobe Photoshop,Adobe Photoshop Lightroom,Model Photography,Product Photography,5000
s w web development digital marketing,India,2000,100,Agile Software Development,Website Development,Digital Marketing,Customer Service,Customer Support,JavaScript,10
rate web developer word press php python web designer,India,1200,96,PHP,Web Design,WordPress,PSD to HTML,MySQL,AngularJS,40000
partner experience design,United States,25000,100,Design Research,Prototyping,User Experience Design,Service Design,Experience Design,Healthcare & Medical,300000
senior ui u x designer,Russia,3000,100,Web Design,Graphic Design,Responsive Web Design,Landing Page,Mobile UI Design,Mobile App Design,9000000
back end web developer python dj ang ##o,Poland,6000,100,Django,Python,MongoDB,MySQL,HTML5,CSS3,2000000
iphone app website ar vr unity rob lo x game,United States,10000,96,Unity,Swift,Augmented Reality,Game Development,Mobile App Development,Virtual Reality,10000
logo bro chu re identity package web design,United States,4000,100,Adobe FreeHand,Adobe Photoshop,Adobe InDesign,Adobe Illustrator,JavaScript,JavaScript,100000
